"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Abstract","Author Keywords","Publication Stage"
"Chen Z.; Xiao S.; Man W.; Wang D.-H.; He Y.; Zhu S.","Chen, Zirong (59344252000); Xiao, Shunxin (57315896900); Man, Wang (55535473800); Wang, Da-Han (57205748503); He, Yifan (59444997300); Zhu, Shunzhi (14038557100)","59344252000; 57315896900; 55535473800; 57205748503; 59444997300; 14038557100","Enhancing Lightweight Remote Sensing Semantic Segmentation via Weak Consistency Regularization","2024","10.1109/IJCNN60899.2024.10651009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205028697&doi=10.1109%2fIJCNN60899.2024.10651009&partnerID=40&md5=3d0853faddce0d1549e35bf785ebacd4","Remote sensing image semantic segmentation has widespread applications in urban planning and land monitoring. In recent years, U-Net and its variant networks have almost dominated the research in the field of semantic segmentation. However, many models pay less attention to computational efficiency, rendering them ineffective in scenarios with computational resource and timeliness constraints, such as autonomous driving and disaster monitoring. To address this issue, we propose the USA-Net (UNet-like with Shifted Axial), a lightweight hybrid model based on convolution and MLP (Multi-Layer Perceptron). Specifically, we design the ST Block (Shift Tokenized Block), which introduces local features into global operations in MLP through spatial shift, and then use ELCM (Efficient Large-kernel Convolution Module) to enlarge the model's receptive field and learn the shape features of objects. Additionally, we propose a new semi-supervised learning framework to further improve the model's generalization performance. On the ISPRS Vaihingen and ISPRS Potsdam datasets, USA-Net significantly outperforms most state-of-the-art methods in terms of segmentation accuracy and efficiency. © 2024 IEEE.","lightweight hybrid model; remote sensing image; semantic segmentation; semi-supervised learning","Final"
"Wu Y.; Liu C.; Chen L.; Zhao D.; Zheng Q.; Zhou H.","Wu, Yulin (57207733369); Liu, Chang (59088042300); Chen, Lei (57188697317); Zhao, Dong (56576806400); Zheng, Qinghe (57193380395); Zhou, Hongchao (55662133600)","57207733369; 59088042300; 57188697317; 56576806400; 57193380395; 55662133600","Perturbation consistency and mutual information regularization for semi-supervised semantic segmentation","2023","10.1007/s00530-022-00931-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131074723&doi=10.1007%2fs00530-022-00931-9&partnerID=40&md5=e916474b88cc3e2100a76c0cd45baeda","Recent semi-supervised learning has attracted much attention by leveraging the hidden structures learned from unlabeled data to reduce the number of required labels in the field of human-centric understanding. Most semi-supervised methods have been proposed to improve the performance of image classification, and their ideas cannot be directly applied to the task of semantic segmentation. In this paper, we propose a semi-supervised model for sematic segmentation named semi-supervised consistency segmentation (SCSeg). The performance gain benefits from two techniques—perturbation consistency and mutual information regularization. Perturbation consistency enforces the output consistency between the uncorrupted and perturbed features. Mutual information regularization adopts a mutual information loss to ensure the spatial consistency of adjacent patches on unlabeled data. The experimental results on Pascal VOC 2012 and Cityscapes datasets widely used in visual understanding tasks demonstrate that the proposed model outperforms the current semi-supervised segmentation methods under varying amounts of labeled data. The proposed model alleviates the pressure of annotation in human-centric practical multimedia applications towards semantic segmentation. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Mutual information; Perturbation consistency; Semantic segmentation; Semi-supervised consistency segmentation (SCSeg); Semi-supervised learning","Final"
"Xu H.-M.; Liu L.; Bian Q.; Yang Z.","Xu, Hai-Ming (57219688503); Liu, Lingqiao (54956172800); Bian, Qiuchen (57933830400); Yang, Zhen (57226173669)","57219688503; 54956172800; 57933830400; 57226173669","Semi-supervised Semantic Segmentation with Prototype-based Consistency Regularization","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143572302&partnerID=40&md5=b357d71828195bd7e5ed8bbed73a2a6d","Semi-supervised semantic segmentation requires the model to effectively propagate the label information from limited annotated images to unlabeled ones. A challenge for such a per-pixel prediction task is the large intra-class variation, i.e., regions belonging to the same class may exhibit a very different appearance even in the same picture. This diversity will make the label propagation hard from pixels to pixels. To address this problem, we propose a novel approach to regularize the distribution of within-class features to ease label propagation difficulty. Specifically, our approach encourages the consistency between the prediction from a linear predictor and the output from a prototype-based predictor, which implicitly encourages features from the same pseudo-class to be close to at least one within-class prototype while staying far from the other between-class prototypes. By further incorporating CutMix operations and a carefully-designed prototype maintenance strategy, we create a semi-supervised semantic segmentation algorithm that demonstrates superior performance over the state-of-the-art methods from extensive experimental evaluation on both Pascal VOC and Cityscapes benchmarks2 © 2022 Neural information processing systems foundation. All rights reserved.","","Final"
"Savitha G.; Girisha S.; Sughosh P.; Shetty D.K.; Balakrishnan J.M.; Paul R.; Naik N.","Savitha, G. (57192418779); Girisha, S. (57210793170); Sughosh, P. (35339944900); Shetty, Dasharathraj K (55578389700); Balakrishnan, Jayaraj Mymbilly (55881941700); Paul, Rahul (57193679977); Naik, Nithesh (57205319450)","57192418779; 57210793170; 35339944900; 55578389700; 55881941700; 57193679977; 57205319450","Consistency Regularization for Semi-Supervised Semantic Segmentation of Flood Regions from SAR Images","2025","10.1109/ACCESS.2025.3526244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214942151&doi=10.1109%2fACCESS.2025.3526244&partnerID=40&md5=3c15fcc0b268f996c38cbc77323ce429","As one of the most powerful natural catastrophes, floods pose serious risks to people's lives, the integrity of infrastructure, and agricultural landscapes, which increases the toll they take on the economy and society. As a result, it becomes essential to continuously monitor these areas of vulnerability in order to support effective disaster response and mitigation efforts. Accurately defining the extent of floods is a problem for traditional flood mapping approaches, which emphasizes the vital need for modern technologies such as Synthetic Aperture Radar (SAR) imaging. Additionally, there is a need to develop computer-aided tools specifically designed for automatically identifying areas that are vulnerable to flooding using SAR data. Nonetheless, the lack of consistent large datasets presents a barrier that prevents these algorithms from progressing and being used in real-world scenarios. For this reason, the present study aims to develop a semi-supervised semantic segmentation algorithm for accurate flood region delineation in SAR data. In particular, the paper proposes labeling unannotated instances of data using a pseudo-label generation strategy. In order to accomplish this, the study suggests using a self-supervised trained teacher model to generate pseudo-labels and speed up the training procedure. The teacher model is then trained with a student model to efficiently extract features from the labeled data. Furthermore, the study presents a new semantic segmentation technique that uses convolutional neural networks to automatically identify flooded areas in SAR images. A comprehensive assessment conducted on publicly available datasets produces promising results. These results confirm the usefulness and possible relevance of the suggested methodology in enhancing efforts related to flood zone identification and management.  © 2013 IEEE.","Flood mapping; SAR images; Semantic segmentation; Semi-supervised learning","Article in press"
"Ma H.; Lin X.; Wu Z.; Yu Y.","Ma, Haoyu (57200302362); Lin, Xiangru (57214458229); Wu, Zifeng (55613421800); Yu, Yizhou (8554163500)","57200302362; 57214458229; 55613421800; 8554163500","Coarse-to-Fine Domain Adaptive Semantic Segmentation with Photometric Alignment and Category-Center Regularization","2021","10.1109/CVPR46437.2021.00404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120723668&doi=10.1109%2fCVPR46437.2021.00404&partnerID=40&md5=f0c24dbf9755b2d83ad8172b9fd692fe","Unsupervised domain adaptation (UDA) in semantic segmentation is a fundamental yet promising task relieving the need for laborious annotation works. However, the domain shifts/discrepancies problem in this task compromise the final segmentation performance. Based on our observation, the main causes of the domain shifts are differences in imaging conditions, called image-level domain shifts, and differences in object category configurations called category-level domain shifts. In this paper, we propose a novel UDA pipeline that unifies image-level alignment and category-level feature distribution regularization in a coarse-to-fine manner. Specifically, on the coarse side, we propose a photometric alignment module that aligns an image in the source domain with a reference image from the target domain using a set of image-level operators; on the fine side, we propose a category-oriented triplet loss that imposes a soft constraint to regularize category centers in the source domain and a self-supervised consistency regularization method in the target domain. Experimental results show that our proposed pipeline improves the generalization capability of the final segmentation model and significantly outperforms all previous state-of-the-arts. © 2021 IEEE","","Final"
"Liu L.; Zong J.; Xiao Z.; Lan H.; Qu H.","Liu, Lamei (57219007937); Zong, Jiaxu (57674424000); Xiao, Zhenjiu (57674161400); Lan, Hai (59051605500); Qu, Haicheng (55567658100)","57219007937; 57674424000; 57674161400; 59051605500; 55567658100","Cross-consistent semantic segmentation algorithm based on manifold regularization; [流形正则化的交叉一致性语义分割算法]","2022","10.11834/jig.210571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145582347&doi=10.11834%2fjig.210571&partnerID=40&md5=80a68ac743ca8f845d49980a0a0ef7dc","Objective Image semantic segmentation is a pixel-level classification-related issue, which divides each pixel into different categories in the image, which is a sort of extension and expansion of image classification. Its applications have included like scene information understanding, autonomous driving, and clinical diagnosis. However, deep learning models training requires a large amount of labeled data, and obtaining these data is time-consuming and labor-intensive in semantic segmentation. At present, deep semi-supervised learning is focused on to utilize a large amount of unlabeled data and limit the demand for labeled data. However, current methods are challenged for contextual information collection and constraints, and the existing methods for increasing contextual information often increase the network’ s reasoning speed to varying degrees. So, we develop a semi-supervised semantic segmentation method with manifold regularization on the basis of cross-consistency training. Method Our research is assumed that the input data and its corresponding prediction results have the same geometric structure on the low-dimensional manifold surface in the high-dimensional original data space. The geometric data structure is used to construct regularization constraints based on this assumption. First, we design the penalty that a manifold regularization term is integrated to make single pixel information and neighborhood context information. This geometric perception is that the data in the original image have the same locally geometric shape in related to the segmented result. Next, the manifold regularization constraint method mentioned above is combined with the current mainstream semi-supervised and weakly-supervised image segmentation algorithms, which illustrates that our manifold regularization algorithm can well adapt to various different segmentation tasks. In the semi-supervised and weakly-supervised manifold regularization algorithms, a cutting-edged cross-consistency training model is selected as our skeleton network, and the semi-supervised training method of cross-consistency is given different forms of perturbation to the encoder output to strengthen the predictive invariance of the model. We use the open source toolbox Pytorch to build the model. The stochastic gradient descent (SGD) method is adopted as the optimization. The operating system of the experimental platform is Centos7, with a graphics processing unit (GPU) of model NVIDIA RTX 2080Ti and a CPU of Intel (R) Core (TM) i7-6850. Result By adding manifold regularization constraints, the contextual information is captured in the image, the loss of the intrinsic structure caused by the network is reduced forward calculation process, and the accuracy of the algorithm is improved. In order to verify the effectiveness of the algorithm, experiments are based on two different types of semi-supervised and weakly-supervised semantic segmentation. On the pattern analysis, statistical modeling and computational learning visual object classes 2012 (PASCAL VOC 2012) dataset, the semi-supervised semantic segmentation task is improved by 3. 7% compared to the original network. Our weakly supervised semantic segmentation algorithm is improved by 1. 1% compared with the original network. Furthermore, we implement visualization of the segmentation results on different models. It can be found that the segmentation results generated by manifold regularization constraints have more refined edges and less error rate. Conclusion Our algorithm is based on the contextual information through manifold regularization constraints, and is optimized in semi-supervised and weak-supervised tasks without changing the original network structure. The experimental results verify that our algorithm is potential to generalization and optimal ability. © 2022 Chinese Journal of Clinical Pharmacology and Therapeutics. All rights reserved.","cross-consistency training; deep learning; manifold regularization; semantic segmentation; semi-supervised semantic segmentation; weakly-supervised semantic segmentation","Final"
"Rao C.; Fan W.; Yang X.; Wei X.; Zhou D.","Rao, Chaoyu (57748637900); Fan, Wanshu (57206253891); Yang, Xing (59343484200); Wei, Xiaopeng (7402117019); Zhou, Dongsheng (13105639000)","57748637900; 57206253891; 59343484200; 7402117019; 13105639000","BRG: Bidirectional Regularization Guidance for Unsupervised Domain Adaptation Semantic Segmentation","2024","10.1109/IJCNN60899.2024.10651508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204981719&doi=10.1109%2fIJCNN60899.2024.10651508&partnerID=40&md5=648ad56f09649f3ce0a2a289b9554442","Unsupervised Domain Adaptation Semantic Segmentation (UDASS) aims to harness labeled data from the source domain alongside unlabeled data from the target domain to effectively segment target domain images. While self-training has achieved tremendous success in UDASS, most existing methods heavily rely on source data and lack of sufficient learning from target data, resulting in a performance decline. To address this issue, this paper introduces a Bidirectional Regularization Guidance (BRG) method, which combines a Target Perturbation Consistency (TPC) module and a thing-class ImageNet Feature Distance Reweighting (FDR) module to provide effective regularization guidance. Specifically, the TPC module is introduced to perturb the target stream by masking at the input level and adding feature noise at the feature level. This module employs a target perturbation consistency loss to penalize inconsistencies between perturbed student predictions and teacher model predictions, thereby facilitating improved learning of contextual information by the student model from the target images. To further enhance the model's generalization ability to the target domain, We propose an FDR module that employs a transferability map to calculate a reweighted graph, helping to effectively align source features with ImageNet features by reweighting the feature distances, especially those with lower transferability Through rigorous experimentation in standard UDASS settings - training with synthetic labeled and real unlabeled data - BRG outperforms baseline model on GTAV→Cityscapes and SYNTHIA→Cityscapes. © 2024 IEEE.","Self-training; Semantic Segmentation; Unsupervised Domain Adaptation","Final"
"Huang Y.; Kang D.; Chen L.; Jia W.; He X.; Duan L.; Zhe X.; Bao L.","Huang, Ye (57208822807); Kang, Di (57202841234); Chen, Liang (57059516200); Jia, Wenjing (7202412193); He, Xiangjian (7404409118); Duan, Lixin (57205084445); Zhe, Xuefei (57193646927); Bao, Linchao (55613500900)","57208822807; 57202841234; 57059516200; 7202412193; 7404409118; 57205084445; 57193646927; 55613500900","CARD: Semantic Segmentation with Efficient Class-Aware Regularized Decoder","2024","10.1109/TCSVT.2024.3395132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192186308&doi=10.1109%2fTCSVT.2024.3395132&partnerID=40&md5=5bd5a3d0e76b4ca48fc225779bfabae0","Semantic segmentation has recently achieved notable advances by exploiting 'class-level' contextual information during learning, e.g., the Object Contextual Representation (OCR) and Context Prior (CPNet) approaches. However, these approaches simply concatenate class-level information to pixel features to boost pixel representation learning, which cannot fully utilize intra-class and inter-class contextual information. Moreover, these approaches learn soft class centers based on coarse mask prediction, which is prone to error accumulation. To better exploit class-level information, we propose a universal Class-Aware Regularization (CAR) approach to optimize the intra-class variance and inter-class distance during feature learning, motivated by the fact that humans can recognize an object by itself no matter which other objects it appears with. Moreover, we design a dedicated decoder for CAR (named CARD), which consists of a novel spatial token mixer and an upsampling module, to maximize its gain for existing baselines while being highly efficient in terms of computational cost. Specifically, CAR consists of three novel loss functions. The first loss function encourages more compact class representations within each class, the second directly maximizes the distance between different class centers, and the third further pushes the distance between inter-class centers and pixels. Furthermore, the class center in our approach is directly generated from ground truth instead of from the error-prone coarse prediction. CAR can be directly applied to most existing segmentation models during training, including OCR and CPNet, and can largely improve their accuracy at no additional inference overhead. Extensive experiments and ablation studies conducted on multiple benchmark datasets demonstrate that the proposed CAR can boost the accuracy of all baseline models by up to 2.23% mIOU with superior generalization ability. CARD outperforms state-of-the-art approaches on multiple benchmarks with a highly efficient architecture. The code will be available at https://github.com/edwardyehuang/CAR.  © 1991-2012 IEEE.","cityscapes; COCOStuff; Pascal context; representation learning; Semantic segmentation","Final"
"Chang J.; Pang Y.-T.; Hsu C.-T.","Chang, Jui (57474169700); Pang, Yu-Ting (57474436400); Hsu, Chiou-Ting (57089422600)","57474169700; 57474436400; 57089422600","Towards the Target: Self-regularized Progressive Learning for Unsupervised Domain Adaptation on Semantic Segmentation","2022","10.1007/978-3-031-02375-0_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130359686&doi=10.1007%2f978-3-031-02375-0_22&partnerID=40&md5=b22b0c853a8fc1bdfffd3bbde7289e94","Unsupervised domain adaptation for semantic segmentation aims to transfer the knowledge learned from a labeled synthetic source domain to an unlabeled real-world target domain. The main challenge lies in the difference between the two domains, i.e., the so-called “domain gap”. Although the two domains are supposed to share the same set of class labels, the semantics encoded by the source labels are not always consistent with those of the target data. Some recent efforts have been taken to explore the domain-specific semantics by conducting a within-domain adaptation using the predicted pseudo labels of the target data. The quality of the pseudo labels is therefore essential to the within-domain adaptation. In this paper, we propose a unified framework to progressively facilitate the adaptation towards the target domain. First, we propose to conduct the cross-domain adaptation through a novel source label relaxation. The relaxed labels offer a good trade-off between the source supervision and the target semantics. Next, we propose a dual-level self-regularization to regularize the pseudo-label learning and also to tackle the class-imbalanced issue in the within-domain adaptation stage. The experiment results on two benchmarks, i.e., GTA5 → Cityscapes and SYNTHIA → Cityscapes, show considerable improvement over the strong baseline and demonstrate the superiority of our framework over other methods. © 2022, Springer Nature Switzerland AG.","Class imbalance; Label relaxation; Progressive learning; Self-regularization; Semantic segmentation; Unsupervised domain adaptation","Final"
"Xin Y.; Fan Z.; Qi X.; Geng Y.; Li X.","Xin, Yi (58876657600); Fan, Zide (57453721400); Qi, Xiyu (57998340200); Geng, Ying (58876706400); Li, Xinming (57221872527)","58876657600; 57453721400; 57998340200; 58876706400; 57221872527","Enhancing Semi-Supervised Semantic Segmentation of Remote Sensing Images via Feature Perturbation-Based Consistency Regularization Methods","2024","10.3390/s24030730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184663726&doi=10.3390%2fs24030730&partnerID=40&md5=01a68198c9b360f3a9394cd694d0722c","In the field of remote sensing technology, the semantic segmentation of remote sensing images carries substantial importance. The creation of high-quality models for this task calls for an extensive collection of image data. However, the manual annotation of these images can be both time-consuming and labor-intensive. This has catalyzed the advent of semi-supervised semantic segmentation methodologies. Yet, the complexities inherent within the foreground categories of these remote sensing images present challenges in preserving prediction consistency. Moreover, remote sensing images possess more complex features, and different categories are confused within the feature space, making optimization based on the feature space challenging. To enhance model consistency and to optimize feature-based class categorization, this paper introduces a novel semi-supervised semantic segmentation framework based on Mean Teacher (MT). Unlike the conventional Mean Teacher that only introduces perturbations at the image level, we incorporate perturbations at the feature level. Simultaneously, to maintain consistency after feature perturbation, we employ contrastive learning for feature-level learning. In response to the complex feature space of remote sensing images, we utilize entropy threshold to assist contrastive learning, selecting feature key-values more precisely, thereby enhancing the accuracy of segmentation. Extensive experimental results on the ISPRS Potsdam dataset and the challenging iSAID dataset substantiate the superior performance of our proposed methodology. © 2024 by the authors.","consistency regularization; contrastive learning; feature perturbation; remote sensing; semantic segmentation; semi-supervised learning","Final"
"Ding H.; Zhang H.; Jiang X.","Ding, Henghui (57204513246); Zhang, Hui (57204621393); Jiang, Xudong (16178527100)","57204513246; 57204621393; 16178527100","Self-regularized prototypical network for few-shot semantic segmentation","2023","10.1016/j.patcog.2022.109018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138800807&doi=10.1016%2fj.patcog.2022.109018&partnerID=40&md5=3c0ffd8389d2126c08f2a008e8c75418","The deep CNNs in image semantic segmentation typically require a large number of densely-annotated images for training and have difficulties in generalizing to unseen object categories. Therefore, few-shot segmentation has been developed to perform segmentation with just a few annotated examples. In this work, we tackle the few-shot segmentation using a self-regularized prototypical network (SRPNet) based on prototype extraction for better utilization of the support information. The proposed SRPNet extracts class-specific prototype representations from support images and generates segmentation masks for query images by a distance metric - the fidelity. A direct yet effective prototype regularization on support set is proposed in SRPNet, in which the generated prototypes are evaluated and regularized on the support set itself. The extent to which the generated prototypes restore the support mask imposes an upper limit on performance. The performance on the query set should never exceed the upper limit no matter how complete the knowledge is generalized from support set to query set. With the specific prototype regularization, SRPNet fully exploits knowledge from the support and offers high-quality prototypes that are representative for each semantic class and meanwhile discriminative for different classes. The query performance is further improved by an iterative query inference (IQI) module that combines a set of regularized prototypes. Our proposed SRPNet achieves new state-of-art performance on 1-shot and 5-shot segmentation benchmarks. © 2022","CNN; Few-shot segmentation; Iterative query inference; Non-parametric distance fidelity; Prototype; Prototypical network; Self-regularized; SRPNet","Final"
"Li Q.; Zorzi S.; Shi Y.; Fraundorfer F.; Zhu X.X.","Li, Qingyu (57208661005); Zorzi, Stefano (57214136113); Shi, Yilei (55495784300); Fraundorfer, Friedrich (8977349800); Zhu, Xiao Xiang (55696622200)","57208661005; 57214136113; 55495784300; 8977349800; 55696622200","END-TO-END SEMANTIC SEGMENTATION AND BOUNDARY REGULARIZATION OF BUILDINGS FROM SATELLITE IMAGERY","2021","10.1109/IGARSS47720.2021.9555147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126019562&doi=10.1109%2fIGARSS47720.2021.9555147&partnerID=40&md5=dfb5ca14b19738460fa397c95ce5cea2","Building footprint generation is a vital task of satellite imagery interpretation. However, the segmentation masks of buildings obtained by existing semantic segmentation networks often have blurred boundaries and irregular shapes. In this research, we propose a new boundary regularization network for building footprint generation in satellite images. More specifically, we consider semantic segmentation and boundary regularization in an end-to-end generative adversarial network (GAN). The learned building footprints are regularized by the interplay between the generator and discriminator. By doing so, the straight boundaries and geometric details of the building could be preserved. Experiments are conducted on a collected dataset of Planetscope satellite imagery (spatial resolution: 4.77 m/pixel). Our approach is much superior to the state-of-the-art methods in both quantitative and qualitative results. © 2021 IEEE","Boundary regularization; Building; Generative adversarial network; Satellite imagery; Semantic segmentation","Final"
"Chang Y.-T.; Wang Q.; Hung W.-C.; Piramuthu R.; Tsai Y.-H.; Yang M.-H.","Chang, Yu-Ting (57216947810); Wang, Qiaosong (57195598105); Hung, Wei-Chih (57191431635); Piramuthu, Robinson (6507058219); Tsai, Yi-Hsuan (56112378300); Yang, Ming-Hsuan (7404927015)","57216947810; 57195598105; 57191431635; 6507058219; 56112378300; 7404927015","Mixup-CAM: Weakly-supervised Semantic Segmentation via Uncertainty Regularization","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127015273&partnerID=40&md5=d58d5edb01155d4aec0b326a2a00380a","Obtaining object response maps is one important step to achieve weakly-supervised semantic segmentation using image-level labels. However, existing methods rely on the classification task, which could result in a response map only attending on discriminative object regions as the network does not need to see the entire object for optimizing the classification loss. To tackle this issue, we propose a principled and end-to-end trainable framework to allow the network paying attention to other parts of the object, while producing a more complete and uniform response map. Specifically, we introduce the mixup data augmentation scheme into the classification network and design two uncertainty regularization terms to better interact with the mixup strategy. In experiments, we conduct extensive analysis to demonstrate the proposed method and show favorable performance against state-of-the-art approaches. © 2020. The copyright of this document resides with its authors. It may be distributed unchanged freely in print or electronic forms.","","Final"
"Jin G.; Chen X.; Ying L.","Jin, Ge (57225904229); Chen, Xu (57190005572); Ying, Long (57218709037)","57225904229; 57190005572; 57218709037","Deep Multi-Task Learning for an Autoencoder-Regularized Semantic Segmentation of Fundus Retina Images","2022","10.3390/math10244798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144650420&doi=10.3390%2fmath10244798&partnerID=40&md5=386129856d647dcc8dccd7561b8b2377","Automated segmentation of retinal blood vessels is necessary for the diagnosis, monitoring, and treatment planning of the disease. Although current U-shaped structure models have achieved outstanding performance, some challenges still emerge due to the nature of this problem and mainstream models. (1) There does not exist an effective framework to obtain and incorporate features with different spatial and semantic information at multiple levels. (2) The fundus retina images coupled with high-quality blood vessel segmentation are relatively rare. (3) The information on edge regions, which are the most difficult parts to segment, has not received adequate attention. In this work, we propose a novel encoder–decoder architecture based on the multi-task learning paradigm to tackle these challenges. The shared image encoder is regularized by conducting the reconstruction task in the VQ-VAE (Vector Quantized Variational AutoEncoder) module branch to improve the generalization ability. Meanwhile, hierarchical representations are generated and integrated to complement the input image. The edge attention module is designed to make the model capture edge-focused feature representations via deep supervision, focusing on the target edge regions that are most difficult to recognize. Extensive evaluations of three publicly accessible datasets demonstrate that the proposed model outperforms the current state-of-the-art methods. © 2022 by the authors.","edge attention; retinal vessel segmentation; VQ-VAE","Final"
"Li X.; He Q.; Dai S.; Wu P.; Tong W.","Li, Xiaoqiang (55718219400); He, Qin (57218835653); Dai, Songmin (57214629781); Wu, Pin (8534086200); Tong, Weiqin (7202450909)","55718219400; 57218835653; 57214629781; 8534086200; 7202450909","Semi-Supervised Semantic Segmentation Constrained by Consistency Regularization","2020","10.1109/ICME46284.2020.9102851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090393264&doi=10.1109%2fICME46284.2020.9102851&partnerID=40&md5=92ada3cec0cd0a8277be24c00f425cb2","In this paper, we propose a self-training based method for semi-supervised semantic segmentation. Our method utilizes k perturbed images of each unlabeled image to generate a new mask through the proposed vote operation which in turn is used as a supervision signal to train the model. The k predicted masks of perturbed images can provide nontrivial knowledge that is not captured by a single prediction and the proposed vote operation enables the model to output a low entropy prediction. Consistency regularization is applied between generated mask and k masks in terms of MSE loss in our network. Extensive experiments are conducted on different datasets to evaluate the effectiveness of our method. We show that the proposed method surpasses previous state-of the-art semi-supervised methods on ISIC 2017 dataset and achieves competitive performance on PASCAL VOC 2012 dataset. © 2020 IEEE.","Consistency regularization; Semantic segmentation; Semi-supervised learning","Final"
"Su W.; Wang Z.","Su, Wen (57015989700); Wang, Zengfu (35276043300)","57015989700; 35276043300","Regularized fully convolutional networks for RGB-D semantic segmentation","2017","10.1109/VCIP.2016.7805508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011060256&doi=10.1109%2fVCIP.2016.7805508&partnerID=40&md5=1063a274ce66afc05d4a44f4d9bb4c30","The prospect of semantic segmentation using depth is alluring. In most of the previous work features are only combined by using simple classification strategies. The inter-feature and inter-label relationships have been ignored. This paper proposes a novel unified framework for RGB-D semantic segmentation. We use regularized fully convolutional networks whose inputs are depth map and hand-crafted features. Relationships between those features and their labels are learnt and utilized by rigorously imposing regularization in fully connected layers. The regularized fully convolutional networks can be efficiently launched using a GPU implementation at an affordable training cost. Experiments demonstrate that our regularized fully convolutional networks taking features as inputs obtain competitive results on the PASCAL VOC 2011 dataset and NYUDv2. © 2016 IEEE.","Depth Segmentation FCN Features Regularization","Final"
