"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hu H.; Yang L.; Chen J.; Luo S.","Hu, Haiyang (58031787900); Yang, Linnan (36976235700); Chen, Jiaojiao (57956754700); Luo, Shuang (57201583550)","58031787900; 36976235700; 57956754700; 57201583550","The remote sensing image segmentation of land cover based on multi-scale attention features","2023","Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","","","","429","436","7","0","10.1109/ICTAI59109.2023.00069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182395394&doi=10.1109%2fICTAI59109.2023.00069&partnerID=40&md5=660e756997749f89ebbd880bccd3215c","Segmentation of land cover in remote sensing images is a task that involves interpreting remote sensing data using machine vision. Satisfying segmentation results in agriculture and forestry regions can guide land resource management, natural environment protection, urban construction, and the distribution of agricultural products. However, the performance of the widely used deep learning segmentation model on high-resolution remote sensing segmentation datasets in agriculture and forestry regions needs to be improved. To solve the problems of poor accuracy and loss of context information in remote sensing image semantic segmentation, this paper proposes an improved semantic segmentation network architecture. The model utilizes multi-scale feature extraction, deploys a multi-layer attention feature fusion module and an up-sampling fusion module to capture high-quality multi-scale context information, correctly handle scale changes, and help narrow the semantic gap between different levels. Finally, the proposed MLP decoder refers to the dynamic up-sampling operator to aggregate the information at different levels to achieve pixel segmentation. To verify the effectiveness of our proposed model, the researchers conducted experiments on two land cover segmentation datasets. The training process specifically designs data augmentation strategies for remote sensing segmentation tasks to enhance the model's generalization ability. The final model achieved an mIoU (mean Intersection over Union) of 65.05% on the self-built rural land cover datasets, surpassing the benchmark network UPerNet by 5.92%. On the LoveDA dataset, our model achieved state-of-the-art performance with an mIoU of 53.39%, demonstrating its versatility. © 2023 IEEE.","attention mechanism; land cover; multi-scale feature; neural network; remote sensing image","Conference paper","Final","","Scopus","2-s2.0-85182395394"
"Zheng X.; Luo Y.; Fu C.; Liu K.; Wang L.","Zheng, Xu (57357294400); Luo, Yunhao (57767363400); Fu, Chong (59302747000); Liu, Kangcheng (57214756731); Wang, Lin (57203128728)","57357294400; 57767363400; 59302747000; 57214756731; 57203128728","Transformer-CNN Cohort: Semi-supervised Semantic Segmentation by the Best of Both Students","2024","Proceedings - IEEE International Conference on Robotics and Automation","","","","11147","11154","7","0","10.1109/ICRA57147.2024.10611036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202441229&doi=10.1109%2fICRA57147.2024.10611036&partnerID=40&md5=204788fde679ef8ea6207cf8e7185965","The popular methods for semi-supervised semantic segmentation mostly adopt a unitary network model using convolutional neural networks (CNNs) and enforce consistency of the model's predictions over perturbations applied to the inputs or model. However, such a learning paradigm suffers from two critical limitations: a) learning the discriminative features for the unlabeled data; b) learning both global and local information from the whole image. In this paper, we propose a novel Semi-supervised Learning (SSL) approach, called Transformer-CNN Cohort (TCC), that consists of two students with one based on the vision transformer (ViT) and the other based on the CNN. Our method subtly incorporates the multi-level consistency regularization on the predictions and the heterogeneous feature spaces via pseudo-labeling for the unlabeled data. First, as the inputs of the ViT student are image patches, the feature maps extracted encode crucial class-wise statistics. To this end, we propose class-aware feature consistency distillation (CFCD) that first leverages the outputs of each student as the pseudo labels and generates class-aware feature (CF) maps for knowledge transfer between the two students. Second, as the ViT student has more uniform representations for all layers, we propose consistency-aware cross distillation (CCD) to transfer knowledge between the pixel-wise predictions from the cohort. We validate the TCC framework on Cityscapes and Pascal VOC 2012 datasets, which outperforms existing SSL methods by a large margin. Project page: https://vlislab22.github.io/TCC/. © 2024 IEEE.","","Conference paper","Final","","Scopus","2-s2.0-85202441229"
"Ding Z.; Zeng F.; Li H.; Zheng J.; Chen J.; Chen B.; Zhong W.; Li X.; Wang Z.; Huang L.; Yue X.","Ding, Ziyu (58636353300); Zeng, Fanguo (57201426735); Li, Haifeng (58738399900); Zheng, Jianyu (58092953200); Chen, Junzhi (59423051800); Chen, Biao (59386255200); Zhong, Wenshan (59423154200); Li, Xuantian (59423464400); Wang, Zhangying (15046243500); Huang, Lifei (55492448500); Yue, Xuejun (15030252400)","58636353300; 57201426735; 58738399900; 58092953200; 59423051800; 59386255200; 59423154200; 59423464400; 15046243500; 55492448500; 15030252400","Identification of sweetpotato virus disease-infected leaves from field images using deep learning","2024","Frontiers in Plant Science","15","","1456713","","","","0","10.3389/fpls.2024.1456713","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210070666&doi=10.3389%2ffpls.2024.1456713&partnerID=40&md5=0a5a124b73c7a9d47576a75f2c1ac72b","Introduction: Sweetpotato virus disease (SPVD) is widespread and causes significant economic losses. Current diagnostic methods are either costly or labor-intensive, limiting both efficiency and scalability. Methods: The segmentation algorithm proposed in this study can rapidly and accurately identify SPVD lesions from field-captured photos of sweetpotato leaves. Two custom datasets, DS-1 and DS-2, are utilized, containing meticulously annotated images of sweetpotato leaves affected by SPVD. DS-1 is used for training, validation, and testing the model, while DS-2 is exclusively employed to validate the model’s reliability. This study employs a deep learning-based semantic segmentation network, DeepLabV3+, integrated with an Attention Pyramid Fusion (APF) module. The APF module combines a channel attention mechanism with multi-scale feature fusion to enhance the model’s performance in disease pixel segmentation. Additionally, a novel data augmentation technique is utilized to improve recognition accuracy in the edge background areas of real large images, addressing issues of poor segmentation precision in these regions. Transfer learning is applied to enhance the model’s generalization capabilities. Results: The experimental results indicate that the model, with 62.57M parameters and 253.92 Giga Floating Point Operations Per Second (GFLOPs), achieves a mean Intersection over Union (mIoU) of 94.63% and a mean accuracy (mAcc) of 96.99% on the DS-1 test set, and an mIoU of 78.59% and an mAcc of 79.47% on the DS-2 dataset. Discussion: Ablation studies confirm the effectiveness of the proposed data augmentation and APF methods, while comparative experiments demonstrate the model’s superiority across various metrics. The proposed method also exhibits excellent detection results in simulated scenarios. In summary, this study successfully deploys a deep learning framework to segment SPVD lesions from field images of sweetpotato foliage, which will contribute to the rapid and intelligent detection of sweetpotato diseases. Copyright © 2024 Ding, Zeng, Li, Zheng, Chen, Chen, Zhong, Li, Wang, Huang and Yue.","deep learning; RGB image; semantic segmentation; sweetpotato; virus disease","Article","Final","","Scopus","2-s2.0-85210070666"
"Meng P.; Jia S.; Li Q.","Meng, Pengfei (57354556600); Jia, Shuangcheng (59112843200); Li, Qian (57284818900)","57354556600; 59112843200; 57284818900","DMBR-Net: deep multiple-resolution bilateral network for real-time and accurate semantic segmentation","2023","Complex and Intelligent Systems","9","6","","6427","6436","9","1","10.1007/s40747-023-01046-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159346054&doi=10.1007%2fs40747-023-01046-y&partnerID=40&md5=6f225dfa96ee1894da2ca51496c77ec7","It has been proved that the two-branch network architecture for real-time semantic segmentation is effectiveness. However, existing methods still can not obtain sufficient context information and sufficient detailed information, which limits the improvement of the accuracy of existed two-branch methods. In this paper, we proposed a real-time high-precision semantic segmentation network based on a novel multi-resolution feature fusion module, an auxiliary feature extracting module, an upsampling module and multi-ASPP(atrous spatial pyramid pooling) module. We designed a feature fusion module, which is integrated with sufficient features of different resolutions to help the network get both sufficient semantic information and sufficient detailed information. We also studied the effect of the side-branch architecture on the network, and made new discoveries that the role of the side-branch is more than regularization, it may either slow down the convergence or accelerate the convergence by influencing the gradient of different layers of the network, which is dependent on the parameters of the network and the input data. Based on the new discoveries about the side-branch architecture, we used a side-branch auxiliary feature extraction layer in the network to improve the performance of the network. We also designed an upsampling module, which can get better detailed information than the original upsampling module. In addition, we also re-considered the locations and number of atrous spatial pyramid pooling (ASPP) modules, and modified the network architecture according to the experimental results to further improve the performance of the network. We proposed a network based on the above study. We named this network Deep Multiple-resolution Bilateral Network for Real-time, referred to as DMBR-Net. The network proposed in the paper achieved 81.3% mIoU(Mean Intersection over Union) at 110FPS on the Cityscapes validation dataset, 80.7% mIoU at 104FPS on the CamVid test dataset, 32.2% mIoU at 78FPS on the COCO-Stuff test dataset. © 2023, The Author(s).","ASPP; Auxiliary feature extraction; Multi-resolution feature; Upsample","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159346054"
"","","","7th International Brain Lesion Workshop, BrainLes 2021, held in conjunction with the Medical Image Computing and Computer Assisted Intervention, MICCAI 2021","2022","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12962 LNCS","","","","","1079","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135017028&partnerID=40&md5=e4977a2170e5dea7ad9e8d6de1e410ae","The proceedings contain 93 papers. The special focus in this conference is on Brain Lesion. The topics include: Predicting Isocitrate Dehydrogenase Mutation Status in Glioma Using Structural Brain Networks and Graph Neural Networks; Optimization of Deep Learning Based Brain Extraction in MRI for Low Resource Environments; Reciprocal Adversarial Learning for Brain Tumor Segmentation: A Solution to BraTS Challenge 2021 Segmentation Task; unet3D with Multiple Atrous Convolutions Attention Block for Brain Tumor Segmentation; BRATS2021: Exploring Each Sequence in Multi-modal Input for Baseline U-net Performance; combining Global Information with Topological Prior for Brain Tumor Segmentation; automatic Brain Tumor Segmentation Using Multi-scale Features and Attention Mechanism; Simple and Fast Convolutional Neural Network Applied to Median Cross Sections for Predicting the Presence of MGMT Promoter Methylation in FLAIR MRI Scans; Brain Tumor Segmentation Using Non-local Mask R-CNN and Single Model Ensemble; opportunities and Challenges for Deep Learning in Brain Lesions; efficientNet for Brain-Lesion Classification; HarDNet-BTS: A Harmonic Shortcut Network for Brain Tumor Segmentation; Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images; Multi-plane UNet++ Ensemble for Glioblastoma Segmentation; Multimodal Brain Tumor Segmentation Using Modified UNet Architecture; A Video Data Based Transfer Learning Approach for Classification of MGMT Status in Brain Tumor MR Images; Multimodal Brain Tumor Segmentation Using a 3D ResUNet in BraTS 2021; 3D MRI Brain Tumour Segmentation with Autoencoder Regularization and Hausdorff Distance Loss Function; 3D CMM-Net with Deeper Encoder for Semantic Segmentation of Brain Tumors in BraTS2021 Challenge; multi Modal Fusion for Radiogenomics Classification of Brain Tumor; EMSViT: Efficient Multi Scale Vision Transformer for Biomedical Image Segmentation; a Joint Graph and Image Convolution Network for Automatic Brain Tumor Segmentation; brain Tumor Segmentation Using Neural Network Topology Search; residual 3D U-Net with Localization for Brain Tumor Segmentation.","","Conference review","Final","","Scopus","2-s2.0-85135017028"
"","","","9th International Conference on Intelligence Science and Big Data Engineering, IScIDE 2019","2019","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11935 LNCS","","","","","1025","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077115656&partnerID=40&md5=e0fdccc68927a610529a2f015a94af1a","The proceedings contain 84 papers. The special focus in this conference is on Intelligence Science and Big Data Engineering. The topics include: Deep Blind Image Inpainting; robust Object Tracking Based on Multi-granularity Sparse Representation; a Bypass-Based U-Net for Medical Image Segmentation; real-Time Visual Object Tracking Based on Reinforcement Learning with Twin Delayed Deep Deterministic Algorithm; efficiently Handling Scale Variation for Pedestrian Detection; leukocyte Segmentation via End-to-End Learning of Deep Convolutional Neural Networks; Coupled Squeeze-and-Excitation Blocks Based CNN for Image Compression; soft Transferring and Progressive Learning for Human Action Recognition; face Sketch Synthesis Based on Adaptive Similarity Regularization; adaptive Online Learning for Video Object Segmentation; Three-Dimensional Coronary Artery Centerline Extraction and Cross Sectional Lumen Quantification from CT Angiography Images; a Robust Facial Landmark Detector with Mixed Loss; Object Guided Beam Steering Algorithm for Optical Phased Array (OPA) LIDAR; channel Max Pooling for Image Classification; A Multi-resolution Coarse-to-Fine Segmentation Framework with Active Learning in 3D Brain MRI; deep 3D Facial Landmark Detection on Position Maps; joint Object Detection and Depth Estimation in Multiplexed Image; weakly-Supervised Semantic Segmentation with Mean Teacher Learning; APAC-Net: Unsupervised Learning of Depth and Ego-Motion from Monocular Video; robust Image Recovery via Mask Matrix; proposal-Aware Visual Saliency Detection with Semantic Attention; multiple Objects Tracking Based Vehicle Speed Analysis with Gaussian Filter from Drone Video; A Novel Small Vehicle Detection Method Based on UAV Using Scale Adaptive Gradient Adjustment; a Level Set Method for Natural Image Segmentation by Texture and High Order Edge-Detector; multi-scale Residual Dense Block for Video Super-Resolution.","","Conference review","Final","","Scopus","2-s2.0-85077115656"
"","","","1st International Symposium on Geometry and Vision, ISGV 2021","2021","Communications in Computer and Information Science","1386 CCIS","","","","","392","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104869502&partnerID=40&md5=b4389a1043f289f768d0eacb94ba0719","The proceedings contain 29 papers. The special focus in this conference is on Geometry and Vision. The topics include: Coverless Video Steganography Based on Inter Frame Combination; character Photo Selection for Mobile Platform; close Euclidean Shortest Path Crossing an Ordered 3D Skew Segment Sequence; a Lane Line Detection Algorithm Based on Convolutional Neural Network; segment- and Arc-Based Vectorizations by Multi-scale/Irregular Tangential Covering; algorithms for Computing Topological Invariants in Digital Spaces; discrete Linear Geometry on Non-square Grid; electric Scooter and Its Rider Detection Framework Based on Deep Learning for Supporting Scooter-Related Injury Emergency Services; tracking Livestock Using a Fully Connected Network and Kalman Filter; traffic-Sign Recognition Using Deep Learning; a Comparison of Approaches for Synchronizing Events in Video Streams Using Audio; union-Retire: A New Paradigm for Single-Pass Connected Component Analysis; improving Object Detection in Real-World Traffic Scenes; comparison of Red versus Blue Laser Light for Accurate 3D Measurement of Highly Specular Surfaces in Ambient Lighting Conditions; fruit Detection from Digital Images Using CenterNet; a Graph-Regularized Non-local Hyperspectral Image Denoising Method; random Convolutional Network for Hyperspectral Image Classification; mamboNet: Adversarial Semantic Segmentation for Autonomous Driving; effective Pavement Crack Delineation Using a Cascaded Dilation Module and Fully Convolutional Networks; d-GaussianNet: Adaptive Distorted Gaussian Matched Filter with Convolutional Neural Network for Retinal Vessel Segmentation; tree Leaves Detection Based on Deep Learning; deep Learning in Medical Applications: Lesion Segmentation in Skin Cancer Images Using Modified and Improved Encoder-Decoder Architecture; apple Ripeness Identification Using Deep Learning; a Hand-Held Sensor System for Exploration and Thermal Mapping of Volcanic Fumarole Fields.","","Conference review","Final","","Scopus","2-s2.0-85104869502"
"","","","7th International Brain Lesion Workshop, BrainLes 2021, held in conjunction with the Medical Image Computing and Computer Assisted Intervention, MICCAI 2021","2022","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12963 LNCS","","","","","1079","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135196018&partnerID=40&md5=bb63448e42e99376c60adc30f0a048dd","The proceedings contain 93 papers. The special focus in this conference is on Brain Lesion. The topics include: Predicting Isocitrate Dehydrogenase Mutation Status in Glioma Using Structural Brain Networks and Graph Neural Networks; Optimization of Deep Learning Based Brain Extraction in MRI for Low Resource Environments; Reciprocal Adversarial Learning for Brain Tumor Segmentation: A Solution to BraTS Challenge 2021 Segmentation Task; unet3D with Multiple Atrous Convolutions Attention Block for Brain Tumor Segmentation; BRATS2021: Exploring Each Sequence in Multi-modal Input for Baseline U-net Performance; combining Global Information with Topological Prior for Brain Tumor Segmentation; automatic Brain Tumor Segmentation Using Multi-scale Features and Attention Mechanism; Simple and Fast Convolutional Neural Network Applied to Median Cross Sections for Predicting the Presence of MGMT Promoter Methylation in FLAIR MRI Scans; Brain Tumor Segmentation Using Non-local Mask R-CNN and Single Model Ensemble; opportunities and Challenges for Deep Learning in Brain Lesions; efficientNet for Brain-Lesion Classification; HarDNet-BTS: A Harmonic Shortcut Network for Brain Tumor Segmentation; Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images; Multi-plane UNet++ Ensemble for Glioblastoma Segmentation; Multimodal Brain Tumor Segmentation Using Modified UNet Architecture; A Video Data Based Transfer Learning Approach for Classification of MGMT Status in Brain Tumor MR Images; Multimodal Brain Tumor Segmentation Using a 3D ResUNet in BraTS 2021; 3D MRI Brain Tumour Segmentation with Autoencoder Regularization and Hausdorff Distance Loss Function; 3D CMM-Net with Deeper Encoder for Semantic Segmentation of Brain Tumors in BraTS2021 Challenge; multi Modal Fusion for Radiogenomics Classification of Brain Tumor; EMSViT: Efficient Multi Scale Vision Transformer for Biomedical Image Segmentation; a Joint Graph and Image Convolution Network for Automatic Brain Tumor Segmentation; brain Tumor Segmentation Using Neural Network Topology Search; residual 3D U-Net with Localization for Brain Tumor Segmentation.","","Conference review","Final","","Scopus","2-s2.0-85135196018"
"","","","21st International Conference on Image Analysis and Processing, ICIAP 2022","2022","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13231 LNCS","","","","","2040","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130983060&partnerID=40&md5=d63d6b5977d6a92e604774b6f4e43290","The proceedings contain 168 papers. The special focus in this conference is on Image Analysis and Processing. The topics include: Leveraging Road Area Semantic Segmentation with Auxiliary Steering Task; Pulmonary-Restricted COVID-19 Informative Visual Screening Using Chest X-ray Images from Portable Devices; unsupervised Multi-camera Domain Adaptation for Object Detection in Cultural Sites; automatic Classification of Fresco Fragments: A Machine and Deep Learning Study; The AIRES-CH Project: Artificial Intelligence for Digital REStoration of Cultural Heritages Using Nuclear Imaging and Multidimensional Adversarial Neural Networks; Grad 2 VAE: An Explainable Variational Autoencoder Model Based on Online Attentions Preserving Curvatures of Representations; pruning in the Face of Adversaries; Towards Latent Space Optimization of GANs Using Meta-Learning; DMSANet: Dual Multi Scale Attention Network; enhanced Data-Recalibration: Utilizing Validation Data to Mitigate Instance-Dependent Noise in Classification; a Comparison of Deep Learning Methods for Inebriation Recognition in Humans; contrastive Supervised Distillation for Continual Representation Learning; multiple Input Branches Shift Graph Convolutional Network with DropEdge for Skeleton-Based Action Recognition; Robust Object Detection with Multi-input Multi-output Faster R-CNN; don’t Wait Until the Accident Happens: Few-Shot Classification Framework for Car Accident Inspection in a Real World; CVGAN: Image Generation with Capsule Vector-VAE; Avalanche RL: A Continual Reinforcement Learning Library; towards an Efficient Facial Image Compression with Neural Networks; consistency Regularization for Unsupervised Domain Adaptation in Semantic Segmentation; medicinal Boxes Recognition on a Deep Transfer Learning Augmented Reality Mobile Application; towards Efficient and Data Agnostic Image Classification Training Pipeline for Embedded Systems; an Intelligent Scanning Vehicle for Waste Collection Monitoring; avoiding Shortcuts in Unpaired Image-to-Image Translation.","","Conference review","Final","","Scopus","2-s2.0-85130983060"
"","","","24th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2021","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12905 LNCS","","","","","5669","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116483216&partnerID=40&md5=d8ea466f5569906b9013d7ac1ab9218e","The proceedings contain 531 papers. The special focus in this conference is on Medical Image Computing and Computer Assisted Intervention. The topics include: TransBTS: Multimodal Brain Tumor Segmentation Using Transformer; automatic Polyp Segmentation via Multi-scale Subtraction Network; patch-Free 3D Medical Image Segmentation Driven by Super-Resolution Technique and Self-Supervised Guidance; progressively Normalized Self-Attention Network for Video Polyp Segmentation; SGNet: Structure-Aware Graph-Based Network for Airway Semantic Segmentation; NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale; AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions; improved Brain Lesion Segmentation with Anatomical Priors from Healthy Subjects; carveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation; TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation; boundary-Aware Transformers for Skin Lesion Segmentation; A Topological-Attention ConvLSTM Network and Its Application to EM Images; BiX-NAS: Searching Efficient Bi-directional Architecture for Medical Image Segmentation; multi-task, Multi-domain Deep Segmentation with Shared Representations and Contrastive Regularization for Sparse Pediatric Datasets; TEDS-Net: Enforcing Diffeomorphisms in Spatial Transformers to Guarantee Topology Preservation in Segmentations; learning Consistency- and Discrepancy-Context for 2D Organ Segmentation; partially-Supervised Learning for Vessel Segmentation in Ocular Images; unsupervised Network Learning for Cell Segmentation; MT-UDA: Towards Unsupervised Cross-modality Medical Image Segmentation with Limited Source Labels; context-Aware Virtual Adversarial Training for Anatomically-Plausible Segmentation; Pancreas CT Segmentation by Predictive Phenotyping; interactive Segmentation via Deep Learning and B-Spline Explicit Active Surfaces; multi-compound Transformer for Accurate Biomedical Image Segmentation; kCBAC-Net: Deeply Supervised Complete Bipartite Networks with Asymmetric Convolutions for Medical Image Segmentation; Refined Local-imbalance-based Weight for Airway Segmentation in CT.","","Conference review","Final","","Scopus","2-s2.0-85116483216"
"","","","24th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2021","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12907 LNCS","","","","","5669","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116422857&partnerID=40&md5=45821b76f85ad97f711a110a557847b2","The proceedings contain 531 papers. The special focus in this conference is on Medical Image Computing and Computer Assisted Intervention. The topics include: TransBTS: Multimodal Brain Tumor Segmentation Using Transformer; automatic Polyp Segmentation via Multi-scale Subtraction Network; patch-Free 3D Medical Image Segmentation Driven by Super-Resolution Technique and Self-Supervised Guidance; progressively Normalized Self-Attention Network for Video Polyp Segmentation; SGNet: Structure-Aware Graph-Based Network for Airway Semantic Segmentation; NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale; AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions; improved Brain Lesion Segmentation with Anatomical Priors from Healthy Subjects; carveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation; TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation; boundary-Aware Transformers for Skin Lesion Segmentation; A Topological-Attention ConvLSTM Network and Its Application to EM Images; BiX-NAS: Searching Efficient Bi-directional Architecture for Medical Image Segmentation; multi-task, Multi-domain Deep Segmentation with Shared Representations and Contrastive Regularization for Sparse Pediatric Datasets; TEDS-Net: Enforcing Diffeomorphisms in Spatial Transformers to Guarantee Topology Preservation in Segmentations; learning Consistency- and Discrepancy-Context for 2D Organ Segmentation; partially-Supervised Learning for Vessel Segmentation in Ocular Images; unsupervised Network Learning for Cell Segmentation; MT-UDA: Towards Unsupervised Cross-modality Medical Image Segmentation with Limited Source Labels; context-Aware Virtual Adversarial Training for Anatomically-Plausible Segmentation; Pancreas CT Segmentation by Predictive Phenotyping; interactive Segmentation via Deep Learning and B-Spline Explicit Active Surfaces; multi-compound Transformer for Accurate Biomedical Image Segmentation; kCBAC-Net: Deeply Supervised Complete Bipartite Networks with Asymmetric Convolutions for Medical Image Segmentation; Refined Local-imbalance-based Weight for Airway Segmentation in CT.","","Conference review","Final","","Scopus","2-s2.0-85116422857"
"","","","24th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2021","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12902 LNCS","","","","","5669","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116420317&partnerID=40&md5=194f8fbb9ea8e318f74235f15df14ce3","The proceedings contain 531 papers. The special focus in this conference is on Medical Image Computing and Computer Assisted Intervention. The topics include: TransBTS: Multimodal Brain Tumor Segmentation Using Transformer; automatic Polyp Segmentation via Multi-scale Subtraction Network; patch-Free 3D Medical Image Segmentation Driven by Super-Resolution Technique and Self-Supervised Guidance; progressively Normalized Self-Attention Network for Video Polyp Segmentation; SGNet: Structure-Aware Graph-Based Network for Airway Semantic Segmentation; NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale; AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions; improved Brain Lesion Segmentation with Anatomical Priors from Healthy Subjects; carveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation; TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation; boundary-Aware Transformers for Skin Lesion Segmentation; A Topological-Attention ConvLSTM Network and Its Application to EM Images; BiX-NAS: Searching Efficient Bi-directional Architecture for Medical Image Segmentation; multi-task, Multi-domain Deep Segmentation with Shared Representations and Contrastive Regularization for Sparse Pediatric Datasets; TEDS-Net: Enforcing Diffeomorphisms in Spatial Transformers to Guarantee Topology Preservation in Segmentations; learning Consistency- and Discrepancy-Context for 2D Organ Segmentation; partially-Supervised Learning for Vessel Segmentation in Ocular Images; unsupervised Network Learning for Cell Segmentation; MT-UDA: Towards Unsupervised Cross-modality Medical Image Segmentation with Limited Source Labels; context-Aware Virtual Adversarial Training for Anatomically-Plausible Segmentation; Pancreas CT Segmentation by Predictive Phenotyping; interactive Segmentation via Deep Learning and B-Spline Explicit Active Surfaces; multi-compound Transformer for Accurate Biomedical Image Segmentation; kCBAC-Net: Deeply Supervised Complete Bipartite Networks with Asymmetric Convolutions for Medical Image Segmentation; Refined Local-imbalance-based Weight for Airway Segmentation in CT.","","Conference review","Final","","Scopus","2-s2.0-85116420317"
"Tian M.; Yang Q.; Gao Y.","Tian, Mu (57222712119); Yang, Qinzhu (57485894400); Gao, Yi (58039670200)","57222712119; 57485894400; 58039670200","Multi-scale Multi-task Distillation for Incremental 3D Medical Image Segmentation","2023","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13803 LNCS","","","369","384","15","3","10.1007/978-3-031-25066-8_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151136392&doi=10.1007%2f978-3-031-25066-8_20&partnerID=40&md5=6e1c8a98c295a40a622b13eb9357fcd6","Automatic medical image segmentation is the core component for many clinical applications. Substantial number of deep learning based methods have been proposed in past years, but deploying such methods in practice faces certain difficulties, such as the acquisition of massive annotated data for training and the high latency of model iteration. In contrast to the conventional cycle of “data collection, offline training, model update”, developing a system that continuously generates robust predictions will be critical. Recently, incremental learning was widely investigated for classification and semantic segmentation on 2D natural images. Existing work showed the effectiveness of data rehearsal and knowledge distillation in counteracting catastrophic forgetting. Inspired by these advances, we propose a multi-scale multi-task distillation framework for incremental learning with 3D medical images. Different from the task-incremental scenario in literature, our proposed strategy focuses on improving robustness against implicit data distribution shift. We introduce knowledge distillation as multi-task regularization to resolve prediction confusions. At each step, the network is instructed to learn towards both the new ground truth and the uncertainty weighted predictions from the previous model. Simultaneously, image features at multiple scales in the segmentation network could participate in a contrastive learning scheme, aiming at more discriminant representations that inherit the past knowledge effectively. Experiments showed that our method improved overall continual learning robustness under the extremely challenging scenario of “seeing each image once in a batch of one” without any pre-training. In addition, the proposed method could work on top of any network architectures and existing incremental learning strategies. We also showed further improvements by combining our method with data rehearsal using a small buffer. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","3D medical image segmentation; Distillation; Incremental learning; Multi-scale; Multi-task","Conference paper","Final","","Scopus","2-s2.0-85151136392"
