"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AFFD-Net: A Dual-Decoder Network Based on Attention-Enhancing and Feature Fusion for Retinal Vessel Segmentation","X. Zijian; N. Chunyu; L. Mingye; M. Kaizheng; S. Lemin; W. Wei; Y. Guanshi","School of Life Science and Technology, Changchun University of Science and Technology, Changchun, China; School of Life Science and Technology, Changchun University of Science and Technology, Changchun, China; Department of Information Systems and Business Analytics, RMIT University, Melbourne, VIC, Australia; School of Life Science and Technology, Changchun University of Science and Technology, Changchun, China; School of Life Science and Technology, Changchun University of Science and Technology, Changchun, China; School of Computing and Information Systems, The University of Melbourne, Parkville, VIC, Australia; School of Electrical and Information Engineering, Jilin Agricultural Science and Technology University, Jilin, China",IEEE Access,"15 May 2023","2023","11","","45871","45887","The morphological characteristics of retinal vessels in the fundus serve as the primary basis for diagnosing and assessing the risk of ophthalmic diseases. An effective segmentation scheme for retinal vessels can aid in the early diagnosis and treatment of these diseases, as well as help prevent their progression. However, accurate vessel segmentation is challenging due to the low contrast of fundus images and the complexity of the vessels’ morphological structure. To address the low sensitivity and poor generalization ability of the existing methods in vascular extraction, a Dual-decoder Network based on Attention-enhancing and multi-scale Feature Fusion (AFFD-Net) is proposed. AFFD-Net inherits the codec concept of U-Net. To improve the performance of our U-Net model, we made two modifications. Firstly, we reduced the number of convolution kernel filters in each layer, thereby significantly reducing the number of training parameters. This helps to avoid overfitting and improves the model’s ability to generalize. Secondly, we added a Multi-scale Feature Extraction (MFE) module and an M/A intermediate decoder to enhance the model’s sensitivity. MFE is designed as the first encoding unit of AFFD-Net to obtain rich vascular features in the complex anatomical background and adapt to the large-scale variations of vessels. The M/A intermediate decoder is composed of the Multi-scale Feature Fusion (MFF) module and the Attention-enhancing Hybrid Feature Fusion (AHFF) module. The MFF module integrates deep semantic information and shallow spatial information to ensure that the features at each scale in the middle layer are fully utilized. The AHFF module adaptively fuses the hybrid features at different scales to generate two feature descriptors with different focuses which can improve the expressiveness of the model. AFFD-Net is evaluated on three public databases including DRIVE, STARE, and CHASE_DB1, and the sensitivity values obtained are 84.19%, 84.58%, and 82.62%, respectively. It has higher sensitivity and better generalization ability than other state-of-the-art methods. Compared with classical networks including U-Net, U-Net++, and U-Net3+, AFFD-Net has fewer parameters and higher segmentation accuracy. Our proposed segmentation model exhibits superior performance across a range of metrics, indicating its promising potential for practical applications.","2169-3536","","10.1109/ACCESS.2023.3273597","Science and Technology Development Project of Jilin Province, China(grant numbers:20220101123JC,20200404219YY); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10121014","Deep learning;feature extraction;image segmentation;neural network;retinal vessel","Feature extraction;Retinal vessels;Filter banks;Semantics;Convolutional codes;Deep learning;Mathematical models;Neural  networks","","3","","70","CCBYNCND","8 May 2023","","","IEEE","IEEE Journals"
"Multi-Scale Convolutional Vision Transformer for Semantic Segmentation","R. R. Otyrba; A. A. Sirota","Department of Information Security and Processing Technologies, Faculty of Computer Sciences, Voronezh State University, Voronezh, Russia; Department of Information Security and Processing Technologies, Faculty of Computer Sciences, Voronezh State University, Voronezh, Russia","2023 5th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)","15 Dec 2023","2023","","","235","240","Semantic segmentation is a fundamental task in computer vision, and the development of encoder networks remains one of the primary directions in this field. Encoder networks play a crucial role since the final result of segmentation directly depends on the quality of the extracted image features. This paper presents a novel hierarchically structured encoder architecture that integrates Convolutional Neural Networks with multi-scale feature capturing and Transformers. The proposed model introduces three significant architectural solutions. First, it introduces a new Self-Attention Block that includes an effective Inception-like multi-branch convolution layer with a Multi-Head Self-Attention layer. Second, the computational complexity of Multi-Head Self-Attention is efficiently reduced by resizing the spatial dimensions of Key and Value tokens using Average Pooling. Third, it abandons positional encoding and adopts a Depth-Wise convolutional layer in the Feed-Forward Network instead. We conducted experiments on datasets of varying complexity for image classification, such as CIFAR-100 and Caltech-256, to assess the generalization ability and feature extraction efficiency of the network. It demonstrates competitive performance, achieving an accuracy of 0.775 on CIFAR-100 and 0.665 on Caltech-256, compared to state-of-the-art Transformers, while having lower model complexity. These results demonstrate the great potential of our model and underline the need for further research aimed at its refinement, the search for the best architecture characteristics, pre-training on the ImageNet-1K dataset, and its eventual integration into semantic segmentation tasks.","","979-8-3503-0912-6","10.1109/SUMMA60232.2023.10349661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10349661","computer vision;semantic segmentation;encoder network;visual transformer;convolution neural network","Semantic segmentation;Computational modeling;Neural networks;Computer architecture;Transformers;Feature extraction;Mathematical models","","","","32","IEEE","15 Dec 2023","","","IEEE","IEEE Conferences"
"Self-Supervised Learning for Point Clouds through Multi-crop Mutual Prediction","C. Zeng; W. Wang; J. Xiao; A. Nguyen; Y. Yue","Institute of Deep Perception Technology, JITRI, Wuxi, China; School of Advanced Technology, Xi’an Jiaotong-Liverpool University, Suzhou, China; School of Advanced Technology, Xi’an Jiaotong-Liverpool University, Suzhou, China; Department of Computer Science, University of Liverpool, Liverpool, United Kingdom; Institute of Deep Perception Technology, JITRI, Wuxi, China",2023 IEEE 4th International Conference on Pattern Recognition and Machine Learning (PRML),"14 Dec 2023","2023","","","160","167","As the demand for high-level autonomous driving continues to grow, efficient processing of large amount of point cloud data from LiDAR sensors has become a severe issue. Despite its great success, it is extremely difficult, if not impossible, to apply supervised learning in many real-world applications with natural scenes lacking annotations. In addition, removing label dependency and improving algorithm generalization ability are the current key research challenges in 3D deep learning. We propose a crop-based self-supervised learning framework for point clouds called Multi-Crop Mutual Prediction (MCMP). By cropping the original point clouds into different number of multiscale patches and making patches from the same object as close as possible through dynamic updates of online prototypes, the encoder is well able to maintain consistency between both local and global features. MCMP framework is model-agnostic so it is convenient to integrate it into encoders of any architectures. We pre-train three commonly used point cloud feature extraction networks on a single object-level dataset MondelNet40 and evaluate MCMP on three downstream tasks, namely, object classification, partial segmentation and semantic segmentation. Experimental results show that MCMP outperforms the previous crop-based self-supervised approaches in the object classification and semantic segmentation tasks and produces comparable results with the supervised benchmark methods.","","979-8-3503-2430-3","10.1109/PRML59573.2023.10348385","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10348385","Self-Supervised Learning;Point Cloud;Object Classification;Part Segmentation;Semantic Segmentation","Point cloud compression;Training;Three-dimensional displays;Semantic segmentation;Supervised learning;Semantics;Self-supervised learning","","","","41","IEEE","14 Dec 2023","","","IEEE","IEEE Conferences"
"A Robust Shape-Aware Rib Fracture Detection and Segmentation Framework With Contrastive Learning","Z. Cao; L. Xu; D. Z. Chen; H. Gao; J. Wu","College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; School of Computer Engineering and Science, Shanghai University, Shanghai, China; Second Affiliated Hospital School of Medicine, and School of Public Health, Zhejiang University, Hangzhou, China",IEEE Transactions on Multimedia,"8 May 2023","2023","25","","1584","1591","The rib fracture is a common type of thoracic skeletal trauma, and its inspections using computed tomography (CT) scans are critical for clinical evaluation and treatment planning. However, it is often challenging for radiologists to quickly and accurately detect rib fractures due to tiny objects and blurriness in large 3D CT images. Previous diagnoses for automatic rib fracture mostly relied on deep learning (DL)-based object detection, which highly depends on label quality and quantity. Moreover, general object detection methods did not take into consideration the typically elongated and oblique shapes of ribs in 3D volumes. To address these issues, we propose a shape-aware method based on DL called SA-FracNet for rib fracture detection and segmentation. First, we design a pixel-level pretext task founded on contrastive learning on massive unlabeled CT images. Second, we train the fine-tuned rib fracture detection model based on the pre-trained weights. Third, we develop a fracture shape-aware multi-task segmentation network to delineate the fracture based on the detection result. Experiments demonstrate that our proposed SA-FracNet achieves state-of-the-art rib fracture detection and segmentation performance on the public RibFrac dataset, with a detection sensitivity of 0.926 and segmentation Dice of 0.754. Test on a private dataset also validates the robustness and generalization of our SA-FracNet.","1941-0077","","10.1109/TMM.2023.3263074","National Key R&D Program of China(grant numbers:2019YFC0118802); National Natural Science Foundation of China(grant numbers:62176231); Zhejiang public welfare technology research Project(grant numbers:LGF20F020013); NSF(grant numbers:CCF-1617735); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10091887","Computer-aided diagnosis;rib fracture detection and segmentation;self-supervised contrastive learning;shape-aware model","Ribs;Computed tomography;Three-dimensional displays;Image segmentation;Task analysis;Training;Deep learning","","17","","51","IEEE","4 Apr 2023","","","IEEE","IEEE Journals"
"An Entity Relation Extraction Framework Based on Large Language Model and Multi-Tasks Iterative Prompt Engineering","H. Geng; C. Shi; X. Jiang; Z. Kong; S. Liu","Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center (National Supercomputer Center in Jinan), Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center (National Supercomputer Center in Jinan), Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center (National Supercomputer Center in Jinan), Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center (National Supercomputer Center in Jinan), Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center (National Supercomputer Center in Jinan), Qilu University of Technology (Shandong Academy of Sciences), Jinan, China","2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20 Jan 2025","2024","","","4763","4769","Document-level entity relation extraction is an important task in the field of natural language processing, which plays an important role in semantic understanding and knowledge graph construction. However, existing deep neural networks and graph neural networks models are limited by their performance and parameters number, which can not capture global semantics and have poor generalization ability. Furthermore, existing methods employing large language model for entity relation extraction do not establish good relationships among multi-tasks of entity relation extraction task, resulting in more information can not be effectively shared and transmitted between tasks. In addition, previous approaches can not effectively eliminate false entities and relationships. To solve these problems, we propose an entity relation extraction framework based on large language model and multi-tasks iterative prompt engineering. In our model, we design an iterative prompt engineering, which can better establish the relationship among multi-tasks, and ensure every task to obtain the optimal results. Moreover, we design semantic merging, group disambiguation and self-verification modules to eliminate the false entity relations and noise nodes. Additionally, we design summary prompts to provide sufficient global semantics for better text segmentation. Finally, we evaluated our model on wikiann, wikineural, ACE2005, CoNLL2003, CoNLL2004, and SciERC datasets and compared it with other baseline models.","","978-1-6654-1020-5","10.1109/SMC54092.2024.10831494","Research and Development Program (Major Innovation Projects) in Shandong Province(grant numbers:2021CXGCO10102,2022JBZ01-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10831494","","Large language models;Semantics;Noise;Merging;Knowledge graphs;Multitasking;Natural language processing;Iterative methods;Prompt engineering;Data mining","","","","26","IEEE","20 Jan 2025","","","IEEE","IEEE Conferences"
"Discriminative Multi-modal Feature Fusion for RGBD Indoor Scene Recognition","H. Zhu; J. -B. Weibel; S. Lu","Agency for Science Technology and Research, Singapore, SG; Georgia Institute of Technology, Atlanta, GA, US; Agency for Science Technology and Research, Singapore, SG",2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"12 Dec 2016","2016","","","2969","2976","RGBD scene recognition has attracted increasingly attention due to the rapid development of depth sensors and their wide application scenarios. While many research has been conducted, most work used hand-crafted features which are difficult to capture high-level semantic structures. Recently, the feature extracted from deep convolutional neural network has produced state-of-the-art results for various computer vision tasks, which inspire researchers to explore incorporating CNN learned features for RGBD scene understanding. On the other hand, most existing work combines rgb and depth features without adequately exploiting the consistency and complementary information between them. Inspired by some recent work on RGBD object recognition using multi-modal feature fusion, we introduce a novel discriminative multi-modal fusion framework for rgbd scene recognition for the first time which simultaneously considers the inter-and intra-modality correlation for all samples and meanwhile regularizing the learned features to be discriminative and compact. The results from the multimodal layer can be back-propagated to the lower CNN layers, hence the parameters of the CNN layers and multimodal layers are updated iteratively until convergence. Experiments on the recently proposed large scale SUN RGB-D datasets show that our method achieved the state-of-the-art without any image segmentation.","1063-6919","978-1-4673-8851-1","10.1109/CVPR.2016.324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7780693","","Correlation;Image color analysis;Image recognition;Computer vision;Sensors;Image segmentation;Object recognition","","61","2","22","IEEE","12 Dec 2016","","","IEEE","IEEE Conferences"
"Dual Encoder–Decoder Network for Land Cover Segmentation of Remote Sensing Image","Z. Wang; M. Xia; L. Weng; K. Hu; H. Lin","Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, Nanjing University of Information Science and Technology, Nanjing, China; Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, Nanjing University of Information Science and Technology, Nanjing, China; Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, Nanjing University of Information Science and Technology, Nanjing, China; Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, Nanjing University of Information Science and Technology, Nanjing, China; College of Information Science and Technology, Nanjing Forestry University, Nanjing, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"11 Jan 2024","2024","17","","2372","2385","Although the vision transformer-based methods (ViTs) exhibit an excellent performance than convolutional neural networks (CNNs) for image recognition tasks, their pixel-level semantic segmentation ability is limited due to the lack of explicit utilization of local biases. Recently, a variety of hybrid structures of ViT and CNN have been proposed, but these methods have poor multiscale fusion ability and cannot accurately segment high-resolution and high-content complex land cover remote sensing images. Therefore, a dual encoder–decoder network named DEDNet is proposed in this work. In the encoding stage, the local and global information of the image is extracted by parallel CNN encoder and transformer encoder. In the decoding stage, the cross-stage fusion module is constructed to achieve neighborhood attention guidance to enhance the positioning of small targets, effectively avoiding intraclass inconsistency. At the same time, the multihead feature extraction module is proposed to strengthen the recognition ability of the target boundary and effectively avoid interclass ambiguity. Before outputting, the fusion spatial pyramid pooling classifier is proposed to merge the outputs of the two decoding strategies. The experiments demonstrate that the proposed model has superior generalization performance and can handle various semantic segmentation tasks of land cover.","2151-1535","","10.1109/JSTARS.2023.3347595","National Natural Science Foundation of China(grant numbers:42075130); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10375099","Dual encoder–decoder;image segmentation;land cover;vision transformer","Transformers;Feature extraction;Convolution;Task analysis;Decoding;Semantics;Semantic segmentation","","14","","54","CCBYNCND","27 Dec 2023","","","IEEE","IEEE Journals"
"An Efficient Weakly-Supervised Learning Method for Optic Disc Segmentation","Y. Wen; L. Chen; L. Qiao; C. Zhou; S. Xi; R. Guo; Y. Deng","Key Laboratory of Digital Media Technology of Sichuan Province, School of Computer Science and Engineering; Key Laboratory of Digital Media Technology of Sichuan Province, School of Computer Science and Engineering; School of Medicine, University of Electronic Science and Technology of China; Key Laboratory of Digital Media Technology of Sichuan Province, School of Computer Science and Engineering; Key Laboratory of Digital Media Technology of Sichuan Province, School of Computer Science and Engineering; Key Laboratory of Digital Media Technology of Sichuan Province, School of Computer Science and Engineering; Dept. Biomedical Engineering, King’s College London, London, UK",2020 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"13 Jan 2021","2020","","","835","842","Accurate optic disc segmentation plays an essential role in the early diagnosis of glaucoma, which has been a major cause of irreversible blindness for the past decade. Recently, U-shape Convolutional Neural Network (CNN) models have achieved favourable performance in optic disc segmentation. However, it is worth noting that these models require a large number of pixel-level annotations while these annotations are difficult to obtain in clinical practice. As a solution, weakly-supervised training methods are commonly implemented, but it will provoke U-shape CNN generating inaccurate, diluted, and grid-like segmentation results. In this paper, we propose a novel Hybrid Network (HyNet) to solve the issue above. HyNet consists of a U-shape backbone hybridized with a cross-scale connection structure, which makes better use of multi-scale visual semantics. Nevertheless, the generalization ability of HyNet is affected by the domain shift among different datasets. Therefore, we innovatively combine weakly- and fully-supervised training methods, namely Hybrid Process (HyProcess), to solve the domain shift problem. Experimental results on ONHSD, DRIONS-DB, and DRISHTI-GS datasets show that our model outperforms the state-of-the-art, reaching Dice of 82.39(%), 93.72(%), and 95.34(%) respectively. Additionally, our ablation study validates the effectiveness of HyNet along with HyProcess, and further analysis reflects their value in clinical practice.","","978-1-7281-6215-7","10.1109/BIBM49941.2020.9313558","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9313558","Segmentation;Optic disc;Convolutional neural network;Weakly supervision","Image segmentation;Training;Annotations;Visualization;Optical imaging;Semantics;Interpolation","","4","","39","IEEE","13 Jan 2021","","","IEEE","IEEE Conferences"
"UMiT-Net: A U-Shaped Mix-Transformer Network for Extracting Precise Roads Using Remote Sensing Images","F. Deng; W. Luo; Y. Ni; X. Wang; Y. Wang; G. Zhang","College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, China; College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, China; Bureau of Geophysical Prospecting Inc. (BGP), China National Petroleum Corporation (CNPC), Zhuozhou, China; College of Geophysics, Chengdu University of Technology, Chengdu, China; Bureau of Geophysical Prospecting Inc. (BGP), China National Petroleum Corporation (CNPC), Zhuozhou, China; State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation, School of Geoscience and Technology, Southwest Petroleum University, Chengdu, China",IEEE Transactions on Geoscience and Remote Sensing,"13 Jun 2023","2023","61","","1","13","Automatic extraction of high-precision roads from remote sensing images is crucial for path planning and road monitoring. However, there is room to improve the accuracy and generalization of existing methods in segmentation due to the challenges posed by ground object occlusion and complex backgrounds. Most existing methods rely on convolutional neural networks (CNNs), but the limitations of convolution prevent direct semantic interaction at a distance. In contrast, mix-Transformer (MiT) obtains long-term modeling capability through the self-attention mechanism, and inspired by it, we propose a multiscale self-adaptive network [U-shaped MiT network (UMiT-Net)] based on the U-shaped structure. First, UMiT-Net extracts global features with the efficient MiT backbone. Second, the dilated attention module (DAM) is used in the bottleneck of the network to fuse semantic features further to ensure the connectivity of the road. Third, in the decoder, to improve the accuracy of road segmentation, we construct the multiscale self-adaptive module (MSAM), which summarizes rich scene understanding from dense contexts with strip windows conforming to road morphology, and embed an edge enhancement module (EEM) to correct road edges. Finally, we design patch expanding (PE), which solves the problem of heavy computation of upsampling due to high resolution. The experimental results show that our UMiT-Net is substantially ahead of other state-of-the-art methods and has a significant improvement in generalization ability.","1558-0644","","10.1109/TGRS.2023.3281132","National Natural Science Foundation of China(grant numbers:41930112); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138345","Mix-Transformer (MiT);remote sensing image;road extraction;semantic segmentation;U-shaped","Roads;Feature extraction;Remote sensing;Semantics;Decoding;Dams;Image edge detection","","7","","51","IEEE","29 May 2023","","","IEEE","IEEE Journals"
"Liver Semantic Segmentation Algorithm Based on Improved Deep Adversarial Networks in Combination of Weighted Loss Function on Abdominal CT Images","K. Xia; H. Yin; P. Qian; Y. Jiang; S. Wang","Changshu Affiliated Hospital of Soochow University, Changshu No.1 People’s Hospital, Changshu, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; Jiangsu Key Laboratory of Media Design and Software Technology, Wuxi, China; Jiangsu Key Laboratory of Media Design and Software Technology, Wuxi, China; School of Architecture Building and Civil Engineering, Loughborough University, Loughborough, U.K.",IEEE Access,"31 Jul 2019","2019","7","","96349","96358","Due to the space inconsistency between benchmark image and segmentation result in many existing semantic segmentation algorithms for abdominal CT images, an improved model based on the basic framework of DeepLab-v3 is proposed, and Pix2pix network is introduced as the generation adversarial model. Our proposed model realizes the segmentation framework combining deep feature with multi-scale semantic feature. In order to improve the generalization ability and training accuracy of the model, this paper proposes a combination of the traditional multi-classification cross-entropy loss function with the content loss function of generator output and the adversarial loss function of discriminator output. A large number of qualitative and quantitative experimental results show that the performance of our proposed semantic segmentation algorithm is better than the existing algorithms, and can improve the segmentation efficiency while ensuring the space consistency of the semantics segmentation for abdominal CT images.","2169-3536","","10.1109/ACCESS.2019.2929270","Jiangsu Committee of Health on the Subject(grant numbers:H2018071); National Natural Science Foundation of China(grant numbers:61702225,61772241); Natural Science Foundation of Jiangsu Province(grant numbers:BK20160187); Six Talent Peaks Project in Jiangsu Province(grant numbers:XYDXX-127); Science and Technology Demonstration Project of Social Development of Wuxi(grant numbers:WX18IVJN002); Open Fund Project of Jiangsu Key Laboratory of Media Design and Software Technology (Jiangnan University)(grant numbers:19ST0205); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8764548","Semantic segmentation;generation adversarial networks;weighted loss function;multi-scale features;game adversarial;atrous space pyramid pooling","Image segmentation;Semantics;Liver;Generators;Generative adversarial networks;Cancer;Convolution","","88","","32","CCBY","16 Jul 2019","","","IEEE","IEEE Journals"
"Occlusion-Aware Unsupervised Light Field Depth Estimation Based on Multi-Scale GANs","W. Yan; X. Zhang; H. Chen","College of Electrical and Information Engineering, Hunan University, Changsha, Hunan, China; College of Electrical and Information Engineering, Hunan University, Changsha, Hunan, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, Hunan, China",IEEE Transactions on Circuits and Systems for Video Technology,"2 Jul 2024","2024","34","7","6318","6333","The estimation of depth from 4D light field images is a fundamental problem for perceiving and reconstructing environmental scenes. While learning-based methods have achieved remarkable results in this field, most of them rely on supervised learning, which faces significant challenges in real-world applications due to the lack of sufficient available ground truth depth maps. In this paper, we propose an unsupervised learning architecture based on a generative adversarial learning model for light field image depth estimation (OALFGAN). Specifically, our approach involves a multi-scale deep convolutional generative adversarial network learning system that includes a sparse-to-dense cascaded multi-scale generator and a discriminator, which decomposes the problem of generating high-quality images into more manageable sub-problems. To address the issue of violations of photometric consistency that may be caused by occlusion, we introduce a spatial-angular attention module that adaptively extracts view features with fewer occlusions and richer textures to generate more accurate disparity maps. Furthermore, we design a loss function that incorporates adaptive angular entropy consistency, symmetry loss, and edge-aware loss based on the distribution regularity and self-constraint of light field images to further optimize occlusion and disparity discontinuity issues and improve the reliability of the final depth prediction. Our proposed method demonstrates superior performance over existing methods on synthetic datasets, both quantitatively and qualitatively. Moreover, our proposed method exhibits excellent generalization performance on real-world datasets, demonstrating the effectiveness of our approach.","1558-2205","","10.1109/TCSVT.2024.3359661","National Natural Science Foundation of China(grant numbers:62171184,62273139); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10416250","Light field;depth estimation;occlusion;unsupervised learning;adversarial learning;multi-cue loss;attention modulel","Estimation;Light fields;Learning systems;Generative adversarial networks;Task analysis;Image edge detection;Circuits and systems","","3","","64","IEEE","29 Jan 2024","","","IEEE","IEEE Journals"
"SNLRUX++ for Building Extraction From High-Resolution Remote Sensing Images","Y. Lei; J. Yu; S. Chan; W. Wu; X. Liu","College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"30 Dec 2021","2022","15","","409","421","Building extraction plays an important role in high-resolution remote sensing image processing, which can be used as the basis for urban planning and demographic analysis. In recent years, many powerful general semantic segmentation models have emerged, but these models often perform poorly when transferred to remote sensing images because of the characteristics of remote sensing images. To this end, we propose a new deep learning network called Selective Nonlocal ResUNeXt++ (SNLRUX++) for building extraction. First, the cascaded multiscale feature fusion is proposed to transform the high-performance image classification network ResNeXt into the segmentation network ResUNeXt++. Second, selective nonlocal operation is designed to establish long-range dependencies while avoiding introducing excessive noise and computational effort. Finally, multiscale prediction is applied as deep supervision to accelerate training and convergence, and improves prediction performance of objects at different scales. The experimental results on two different remote sensing image datasets show the effectiveness and generalization ability of the proposed method.","2151-1535","","10.1109/JSTARS.2021.3135705","National Natural Science Foundation of China(grant numbers:61906168,61902351); Natural Science Foundation of Zhejiang Province(grant numbers:LY21F020023); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652051","Building extraction;convolution neural network;deep learning;high-resolution image;remote sensing","Remote sensing;Feature extraction;Semantics;Image segmentation;Buildings;Task analysis;Deep learning","","13","","51","CCBYNCND","15 Dec 2021","","","IEEE","IEEE Journals"
"Semantic Stereo for Incidental Satellite Images","M. Bosch; K. Foster; G. Christie; S. Wang; G. D. Hager; M. Brown",The Johns Hopkins University; The Johns Hopkins University; The Johns Hopkins University; The Johns Hopkins University; The Johns Hopkins University; The Johns Hopkins University,2019 IEEE Winter Conference on Applications of Computer Vision (WACV),"7 Mar 2019","2019","","","1524","1532","The increasingly common use of incidental satellite images for stereo reconstruction versus rigidly tasked binocular or trinocular coincident collection is helping to enable timely global-scale 3D mapping; however, reliable stereo correspondence from multi-date image pairs remains very challenging due to seasonal appearance differences and scene change. Promising recent work suggests that semantic scene segmentation can provide a robust regularizing prior for resolving ambiguities in stereo correspondence and reconstruction problems. To enable research for pairwise semantic stereo and multi-view semantic 3D reconstruction with incidental satellite images, we have established a large-scale public dataset including multi-view, multi-band satellite images and ground truth geometric and semantic labels for two large cities. To demonstrate the complementary nature of the stereo and segmentation tasks, we present lightweight public baselines adapted from recent state of the art convolutional neural network models and assess their performance.","1550-5790","978-1-7281-1975-5","10.1109/WACV.2019.00167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8659180","","Semantics;Three-dimensional displays;Satellites;Laser radar;Image segmentation;Benchmark testing;Metadata","","109","","48","IEEE","7 Mar 2019","","","IEEE","IEEE Conferences"
"DeepSaliency: Multi-Task Deep Neural Network Model for Salient Object Detection","X. Li; L. Zhao; L. Wei; M. -H. Yang; F. Wu; Y. Zhuang; H. Ling; J. Wang","College of Computer Science, Zhejiang University, Hangzhou, China; College of Computer Science, Zhejiang University, Hangzhou, China; College of Computer Science, Zhejiang University, Hangzhou, China; Electrical Engineering and Computer Science, University of California at Merced, Merced, CA, USA; College of Computer Science, Zhejiang University, Hangzhou, China; College of Computer Science, Zhejiang University, Hangzhou, China; Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA; Visual Computing Group, Microsoft Research Asia, Beijing, China",IEEE Transactions on Image Processing,"24 Jun 2016","2016","25","8","3919","3930","A key problem in salient object detection is how to effectively model the semantic properties of salient objects in a data-driven manner. In this paper, we propose a multi-task deep saliency model based on a fully convolutional neural network with global input (whole raw images) and global output (whole saliency maps). In principle, the proposed saliency model takes a data-driven strategy for encoding the underlying saliency prior information, and then sets up a multi-task learning scheme for exploring the intrinsic correlations between saliency detection and semantic image segmentation. Through collaborative feature learning from such two correlated tasks, the shared fully convolutional layers produce effective features for object perception. Moreover, it is capable of capturing the semantic information on salient objects across different levels using the fully convolutional layers, which investigate the feature-sharing properties of salient object detection with a great reduction of feature redundancy. Finally, we present a graph Laplacian regularized nonlinear regression model for saliency refinement. Experimental results demonstrate the effectiveness of our approach in comparison with the state-of-the-art approaches.","1941-0042","","10.1109/TIP.2016.2579306","National Natural Science Foundation of China(grant numbers:61472353,U1509206); National Basic Research Program of China(grant numbers:2012CB316400,2015CB352302); Fundamental Research Funds for the Central Universities; NSF CAREER(grant numbers:1149783); NSF IIS(grant numbers:1152576); National Natural Science Foundation of China(grant numbers:61528204); NSF IIS(grant numbers:1218156,1350521); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7488288","salient object detection;CNN;multi-task;datadriven;Salient object detection;CNN;multi-task;data-driven","Semantics;Object detection;Image segmentation;Feature extraction;Neural networks;Convolution;Computational modeling;Regression analysis","","421","4","60","IEEE","9 Jun 2016","","","IEEE","IEEE Journals"
